column,title,description,date,subject,subject - lcsh,subject - local,location,collecting area,manufacturer,latitude,longitude,archival source,original format,type,format,identifier,rights,provenance,publisher,credit line,digital collection,location id,file size,height,width,color space,checksum,pdflink,compound,cpdmaster,cdmid,objectid
2029,match01096,"Printed on reverse: Avalon Bay - Catalina Island. This view from Avalon Terrace Drive near entrance to the Wrigley Home, includes the Casino, Steamer, ""Catalina"" and part of downtown Avalon. Written on reverse: ""9-1-62 Dear Lester & Hagel, We have been visiting Christine & family here in LA and have taken some side trips. We start for home on Monday. - Bob & Treva"" Addressed to Mr. & Mrs. Lester Marshall, 13647 Thornton Detroit, 27, Michigan. Postmark: Sep. 1962.",,Bays (Bodies of water); Piers & wharves; Ships; Coastlines; Correspondence,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Golden West Color Card Co. (Maine Ave., Calif.)",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01096.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5064646 Bytes,1033,1634,RGB,198337649,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2031/page/0/inline/,2029;2030;2031,2031,2029,wienberg2029
2032,match01082,"On reverse: Avalon Bay As Seen From Skyline, Santa Catalina, California. A perfect crescent shore facing calm blue waters. The view from the hills that overlook the bay presents a thrilling sight in an exquisite setting.",,Postcards;,,,;,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01082.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,4922836 Bytes,1014,1618,RGB,4200873213,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2034/page/0/inline/,2032;2033;2034,2034,2032,wienberg2032
2035,match01086,"On reverse: Avalon Bay, Catalina Island, California. This view from Avalon Terrace Drive on Mount Ada, is one of the most beautiful scenes in the world.",,Postcards;,,,;,,"Golden West (Maine Ave, Calif.)",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01086.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5032690 Bytes,1029,1630,RGB,3862608969,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2037/page/0/inline/,2035;2036;2037,2037,2035,wienberg2035
2038,match01120,"On reverse: Avalon Bay, At Dusk, Catalina Island, California. As the sun sets behind the Island's protecting hills, lazy clouds reflect its golden glory to the stilled Bay. Chimes sound from the Carillon Tower, as on the flanks of Mount Ada, palm trees begin their evening's watch over Avalon Town.",,Postcards;,,,;,,"Mitock & Sons (Sherman Oaks, California);",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01120.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5034655 Bytes,1025,1637,RGB,2109697515,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2040/page/0/inline/,2038;2039;2040,2040,2038,wienberg2038
2041,match01067,,,Postcards;,,,;,,"Ticknor Art Company (Los Angeles, Calif.)",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01067.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5015455 Bytes,1035,1615,RGB,3234868327,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2043/page/0/inline/,2041;2042;2043,2043,2041,wienberg2041
2044,match01090,"On reverse: Avalon Bay, Santa Catalina Island, California. Viewed from Avalon Terrace Drive on Mount Ada, this is one of the world's most beautiful scenes.",,Postcards;,,,;,,"Golden West (Maine Ave., Calif.)",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01090.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5007994 Bytes,1029,1622,RGB,181699125,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2046/page/0/inline/,2044;2045;2046,2046,2044,wienberg2044
2047,match01112,,,Bays (Bodies of water); Piers & wharves; Ships,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,,,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01112.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5227666 Bytes,1054,1653,RGB,2313033996,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2049/page/0/inline/,2047;2048;2049,2049,2047,wienberg2047
2050,match01114,"Written on reverse: ""Bernice & I are up town for E. are getting alone fine, Bernice got the letter this morning but still wow from you I guess this will look natural to Nill. Your Sister Alice.""",,Correspondence; Bays (Bodies of water); Piers & wharves;,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Paul C. Koeber Co. (New York City, New York)",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01114.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,4954150 Bytes,1030,1603,RGB,3326521148,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2052/page/0/inline/,2050;2051;2052,2052,2050,wienberg2050
2053,match01104,"Written on front: ""Los Angeles, California - Aug. 20 - 1907 3601 Eureka Your Bess"" Written on reverse: ""Dear Aunt Sarah: - It seems a long time since we have heard from any of you. We have not heard from John or Mary direct since they sent us girls the beadds from Parts Rirs although I sent them a letter of acknowledgment & several cards sinc. Aunt Libbie is with - Harriet in Birbie. We are all well &all our love to all.""",,Correspondence; Bays (Bodies of water); Ships,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"M. Rieder, Publ. (Los Angeles, Cal.)",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01104.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,4996960 Bytes,1028,1620,RGB,3582590868,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2055/page/0/inline/,2053;2054;2055,2055,2053,wienberg2053
2056,match01108,"Written on reverse: ""Hope to take a trip to this island tomorrow right on in the Pacific Ocean, where we take glass-bottom boats to view marine gardens. Our trip is gorgeous. Amra M.""",,Correspondence; Bays (Bodies of water); Ships; Piers & wharves;,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"M. Rieder (Los Angeles, Calif.)",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01108.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,4990792 Bytes,1028,1618,RGB,3830509377,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2058/page/0/inline/,2056;2057;2058,2058,2056,wienberg2056
2059,match01110,"Printed on reverse: Bay of Avalon, Santa Catalina Island. Wonderful are the waters of Avalon, blue as a Mediterranean sky and astonishingly clear. Situated on the E., side of the island, a crescent-shaped bay under the lee of the mountains. Notable fishing is to be had. Written on reverse: ""Feb. 7th, Dear Fred I received your letter of the 31st alright and see by the paper to night that the road is alright so we will start Thursday get if we can get off that will bring us home on Saturday evening. I think I suppose the B.R. train waits for the west bound at Missoula hope we get along! I went to LA today. Mabel Robbins.""",,Correspondence; Bays (Bodies of water); Coastlines,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,,,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01110.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5075752 Bytes,1034,1636,RGB,2263822590,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2061/page/0/inline/,2059;2060;2061,2061,2059,wienberg2059
2062,match01088,"On reverse: Beautiful Avalon Bay, Santa Catalina, California. A perfect crescent shore, facing calm, blue waters. In all the world there is no spot more radiantly beautiful than this colorful harbor.",,Postcards;,,,;,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01088.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,4995181 Bytes,1027,1621,RGB,3191657651,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2064/page/0/inline/,2062;2063;2064,2064,2062,wienberg2062
2065,match01118,"On reverse: Beautiful Avalon Bay, and The New Casino, Catalina Island, California. A two-hour ride on fast, beautiful steamer and you are at Catalina famed for its beauty, originality, and deep-sea fishing. Glass-bottom boat can be seen in picture.",,Postcards;,,,;,,"News Stand Distributors (Los Angeles, Calif.)",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01118.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5096698 Bytes,1037,1638,RGB,1145063353,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2067/page/0/inline/,2065;2066;2067,2067,2065,wienberg2065
2068,match01076,"Printed on reverse: Avalon Bay - a thrilling scene by day- a fairyland by night. Avalon is situated on the landward side of the Island - is 25 miles south of Los Angeles harbor, an enjoyable two hour steamer ride.",1935,Bays (Bodies of water); Ships,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01076.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5113231 Bytes,1041,1637,RGB,1015868558,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2070/page/0/inline/,2068;2069;2070,2070,2068,wienberg2068
2071,match01074,"This postcard depicts the second iteration of the Catalina Casino, completed in 1929 under the direction of William Wrigley Jr. and David M. Renton. It was built on the site formerly known as Sugarloaf point, Sugarloaf Rock having been blasted away to provide the casino's ocean view. Printed on reverse: The Catalina Island Casino, a two-million dollar ""Palace of Pleasure"", located midway between hotel St. Catherine and the town of Avalon. It is the only public building of its size in the world, erected on a full circular plan. It forms a colorful part of Avalon Bay. It is illuminated by night with many lights.",,Casinos; Bays (Bodies of water);,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01074.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5275600 Bytes,1056,1665,RGB,3572844827,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2073/page/0/inline/,2071;2072;2073,2073,2071,wienberg2071
2074,match01122,"On reverse: Avalon Bay, a thrilling scene of bustling activity by day - a ""Fairyland by Night."" Like a jewel in an exquisite setting, the view of Avalon, at night from the hills above, is a never to be forgotten sight.",1935,Bays (Bodies of water); Ships; Piers & wharves; Night;,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01122.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5169988 Bytes,1043,1652,RGB,33018828,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2076/page/0/inline/,2074;2075;2076,2076,2074,wienberg2074
2077,match01124,,,Bays (Bodies of water); Piers & wharves; ships; night,Santa Monica (Calif.);,,Santa Monica (Calif.);,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01124.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5166028 Bytes,1046,1646,RGB,4069343333,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2079/page/0/inline/,2077;2078;2079,2079,2077,wienberg2077
2080,match01084,"On reverse: Beautiful Avalon bay, Santa Catalina Island, California. A mountain-rimmed bay of quiet blue waters with yachts riding at anchor and from the hills overlooking the fabled community of Avalon, is one of the most radiantly beautiful sights in the world.",,Postcards;,,,;,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01084.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,4812505 Bytes,987,1625,RGB,1820267160,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2082/page/0/inline/,2080;2081;2082,2082,2080,wienberg2080
2083,match01072,"The Chimes Tower was completed in 1925 by Ada and William Wrigley, Jr. The chimes first sounded in 1926 and are still in use today. On reverse: Chimes Tower, Overlooking Avalon Bay, Santa Catalina, California. The Catalina Cathedral Chimes are located in a Spanish tower on the hillside overlooking Avalon Bay. They ring every quarter hour during the day, and also announce the arrival and departure of the steamer. ""Hi - It was good to hear you arrived at New York safely. All is well at home is hard to get used to not seeing you - We met the girl scouts over here & had dinner with them last night. Hope you are well - Greet everyone for me - Have a good time. Love, Nancy"" Postmark: Jul 16, 1954.",,Bells; Bays (Bodies of water); Boats; correspondence,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01072.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5008786 Bytes,1026,1627,RGB,1170992725,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2085/page/0/inline/,2083;2084;2085,2085,2083,wienberg2083
2086,match01094,"Printed o reverse: Crescent Bay, Catalina. Beautiful Crescent Bay, a natural harbor on the southern end of Santa Catalina island, is a busy port for all types of pleasure craft. Postmark: Jun 16 1953. Written on reverse: ""Dear Jesse: Three more hours to the isle trep with Betty. Wish you were here too. - Give you the story tomorrow - Bert""",,Bays (Bodies of water); Ships; Piers & wharves; Correspondence,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Mike Roberts Color Production (Berkely, Calif.)",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01094.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5076700 Bytes,1038,1630,RGB,109926517,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2088/page/0/inline/,2086;2087;2088,2088,2086,wienberg2086
2089,match01098,"Printed on reverse: Catalina Island off the Southern California Coast offers world-famous recreational facilities. This scene overlooking Avalon Bay shows the $2,500,000 dance pavilion, private yachts, passenger steamers, glass-bottomed boat and the bathing beach.",,Bays (Bodies of water); Piers & wharves;,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,Union Oil Company,,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01098.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5250676 Bytes,1058,1654,RGB,3028867946,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2091/page/0/inline/,2089;2090;2091,2091,2089,wienberg2089
2092,match01070,"Printed on reverse: Avalon, Santa Catalina Island. Steamer ""Catalina"", seen from above a tropical cactus garden along the palm-lined walk that leads from Crescent Avenue to Avalon's famous casino.",,Ships; Boats; Tourists,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Golden West (Maine Ave., Calif.)",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01070.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5043118 Bytes,1042,1613,RGB,367171408,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2094/page/0/inline/,2092;2093;2094,2094,2092,wienberg2092
2095,match01100,,,harbors; piers & wharves,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Catalina Novelty Co. (Catalina Island, Cal.)",,,,"Color postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01100.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,4990270 Bytes,1033,1610,RGB,3573089170,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2097/page/0/inline/,2095;2096;2097,2097,2095,wienberg2095
2098,match01135,"Printed on reverse: Avalon Town, built on the ruins of an old Indian village, was rebuilt after being destroyed by fire in 1915, and now boasts all modern conveniences. It covers 2 1/2 sq. miles with a populatoin of about 2000 permanent residents, which mounts to about 8000 in the summer season.",,Beaches; Coastlines; Piers & wharves; Cities & towns;,Santa Catalina Island (Calif.);,,Santa Catalina Island (Calif.);,,"Longshaw Card Co. (Los Angeles, California)",,,,"Postcard, 3.5 x 5.5 inches;",Image,image/jp2,match01135.tif,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",Collected and donated by Eric Wienberg,Pepperdine University Libraries,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",postcard,5141512 Bytes,1036,1654,RGB,3871982952,https://cdm15730.contentdm.oclc.org/digital/api/collection/p15730coll18/id/2100/page/0/inline/,2098;2099;2100,2100,2098,wienberg2098
