objectid,collectionid,cdmid,youtubeid,title,description,creator,date,date-is-approximate,subject,location,latitude,longitude,source,identifier,original_format,format,type,language,rights,rightsstatement
demo_cities569,cities,569,,"Interior of creamery. Bonners Ferry, Idaho.",,,1920,y,interiors; business enterprises,Bonners Ferry,48.689492,-116.316172,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-031-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities570,cities,570,,"Creamery. Bonners Ferry, Idaho.",,,1920,y,exteriors; business enterprises,Bonners Ferry,48.689492,-116.316172,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-031-1b,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities571,cities,571,,"Back and side of creamery. Bonners Ferry, Idaho.",,,1920,y,exteriors; business enterprises,Bonners Ferry,48.689492,-116.316172,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-031-1c,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities572,cities,572,,"Pend D'Oreille Creamery Co. Sandpoint, Idaho.",Shows cream cans stacked on porch,,1932,y,exteriors; business enterprises,Sandpoint,48.276308,-116.549728,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-032-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities573,cities,573,,"Copy print from book of Soldiers Home. Boise, Idaho.",,,1911,,barracks;,Boise,43.61753,-116.189331,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-03,4x7 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities574,cities,574,,"Mutual Creamery Co. Boise, Idaho.",Manufacturers of Maid o'Clover products,,1930,y,dairy plants;,Boise,43.622463,-116.1982,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-04a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities575,cities,575,,"Co-Operative Creamery Co. Boise, Idaho.",,,1930,y,dairy plants;,Boise,43.622463,-116.1982,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-04b,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities576,cities,576,,"Floats in parade. Boise, Idaho.",Parade to celebrate the coming of the Union Pacific Railroad main line to Boise,,1925-04-16,,parades;,Boise,43.616696,-116.203406,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-05a,5.5x11 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities577,cities,577,,"Basque colony float in parade. Boise, Idaho.",Parade to celebrate the coming of the Union Pacific Railroad main line to Boise,,1925-04-16,,parades;,Boise,43.616696,-116.203406,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-05b,7x11 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities578,cities,578,,"Pend D'Oreille Creamery Co. Sandpoint, Idaho.",,,1933,y,exteriors; business enterprises,Sandpoint,48.276308,-116.549728,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-032-1b,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities579,cities,579,,"Macky Williams with a pack string. Grangeville, Idaho?",,,1925,Y,horses,Grangeville,45.929802,-116.119925,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-117-09a,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities580,cities,580,,"Nampa Co-operative Creamery. Nampa, Idaho.","Sign also says 'Butter, ice, ice cream'. Cream cans stacked beside building",,1930,y,main streets; automobiles; business enterprises,Nampa,43.606107,-116.492479,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-033-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities581,cities,581,,"Carnation Milk Co. Nampa, Idaho.",,,1950,y,factories (structures),Nampa,43.606107,-116.492479,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-033-1b,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities582,cities,582,,"Jensma Creamery Co. Nampa, Idaho.",Signs on building 'Jensma's ice cream' and 'Golden Rod Butter',,1948,y,main streets; automobiles; business enterprises,Nampa,43.606107,-116.492479,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-033-1c,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities583,cities,583,,"Creamery. Georgetown, Idaho.",,,1926,y,automobiles; business enterprises; roads,Georgetown,42.481701,-111.374223,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-034-1,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities584,cities,584,,"Creamery. Gannett, Idaho.",,,1920,y,exteriors; business enterprises,Gannett,43.360334,-114.175898,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-042-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities585,cities,585,,"Creamery. Emmett, Idaho.",Next door is sign that says 'Brick Factory',,1923,y,exteriors; business enterprises,Emmet,43.873909,-116.499104,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-043-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities586,cities,586,,"Electric Studio. Emmett, Idaho.","Interior showing camera and background props. Arthur M. and Frank W. Welchel, proprietors",,1915,,interiors; showrooms,Emmet,43.873909,-116.499104,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-043-2a,5x7 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities587,cities,587,,"A.M. Whelchel Studio. Emmett, Idaho","Harold, son of A.M. Whelchel, holding camera. Also shows film, tables, chemicals, etc.",,1911,,interiors; photography studios (organizations),Emmet,43.873909,-116.499104,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-043-3a,5x7 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities588,cities,588,,"Nelson-Ricks Creamery Co. Sugar City, Idaho.",Sign also says 'Cheese Factory No. 6',,1935,y,exteriors; business enterprises,Sugar City,43.845619,-111.737942,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-035-1,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities589,cities,589,,"A.M. Whelchel Studio. Emmett, Idaho","Harold, son of A.M. Whelchel, sitting on table and holding camera. Also shows film, tables, and a doll",,1911,,interiors; photography studios (organizations),Emmet,43.873909,-116.499104,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-043-3b,8x10 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities590,cities,590,,"34 school children posed with their teacher, Miss Peebles, on steps of Nez Perce Public School. Nez Perce, Idaho.",Individuals identified on back of mount,,1910,,school children,Nez Perce,46.237126,-116.243414,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-101-5a,4x5.5 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities591,cities,591,,"Creamery. Buhl, Idaho.",,,1916,y,exteriors; business enterprises,Buhl,42.59771,-114.758479,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-044-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities592,cities,592,,"Mutual Creamery Co. Pocatello, Idaho.",,,1933,y,main streets; automobiles; business enterprises,Pocatello,42.858286,-112.440911,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-036-1,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities593,cities,593,,"Creamery. Grace, Idaho.","Sign on building 'Liberty Band & Mortgage Co.. Capital Stock $100,000.00, A.E. Lloyd., Mgr.'",,1939,y,exteriors; business enterprises,Grace,42.576499,-111.730399,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-045-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities594,cities,594,,"Creamery. Buhl, Idaho.",Horses and wagon loaded with cream cans at loading platform,,1920,y,exteriors; business enterprises; wagons; horses,Buhl,42.59771,-114.758479,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-044-1b,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities595,cities,595,,"Exterior view of side of Creamery. Grace, Idaho.",,,1939,y,main streets; automobiles; business enterprises,Grace,42.576499,-111.730399,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-045-1b,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities596,cities,596,,"Creamery. Moreland, Idaho.",,,1935,y,main streets; automobiles; business enterprises,Moreland,43.220711,-112.442268,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-046-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities597,cities,597,,"Creamery. Kuna, Idaho.",,,1935,y,exteriors; business enterprises,Kuna,43.510579,-116.493616,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-047-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities598,cities,598,,"Armour Creameries. Pocatello, Idaho.","Sign also says 'Armour Creameries Manufactures Royal Clover Bloom Butter' and 'Drink Coca-Cola, Delicious - Refreshing'",,1935,y,main streets; business enterprises,Pocatello,42.859469,-112.441866,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-036-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities599,cities,599,,"Creamery. Lewisville, Idaho.",,,1935,y,exteriors; business enterprises,Lewisville,43.695709,-112.012492,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-048-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities600,cities,600,,"Creamery. Burley, Idaho.",Burley Flour Mills in background,,1926,y,main streets; automobiles; business enterprises,Burley,42.537981,-113.779703,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-049-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities601,cities,601,,"West end of Main Street. Grangeville, Idaho.",,,1912,,main streets,Grangeville,45.926757,-116.128278,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-117-10,6.5x8.5 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities602,cities,602,,"Sugar Beet Plant. Burley, Idaho.",From the files of C.J. Brosnan,,1930,y,factories (structures),Burley,42.537981,-113.779703,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-049-2,6.5x8.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities603,cities,603,,"Aerial view of Idaho State University. Pocatello, Idaho.",,,1969,,aerial photograph; towns,Pocatello,42.863074,-112.427891,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-036-2,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities604,cities,604,,"Creamery. McDermott, Idaho.",Railroad tracks in foreground,,1919,y,exteriors; business enterprises,McDermott,43.329466,-116.472738,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-050-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities605,cities,605,,"Creamery. Paris, Idaho.",In process of being reroofed,,1920,y,exteriors; business enterprises,Paris,42.228942,-111.401002,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-053-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities606,cities,606,,"Creamery. Ustick, Idaho.",,,1920,y,exteriors; business enterprises,Ustick,43.633813,-116.323092,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-051-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities607,cities,607,,"Creamery. Meridian, Idaho.",,,1920,y,exteriors; business enterprises,Meridian,43.609292,-116.39298,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-052-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities608,cities,608,,"Creamery. Tetonia, Idaho.",,,1920,y,exteriors; business enterprises,Tetonia,43.813701,-111.164303,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-054-1a,3.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities609,cities,609,,"Mr. and Mrs. Harry Miller's buggy. St. Joe, Idaho.",Buggy used by Millers for many years to get from their home to town,,1895,y,horse-drawn vehicles,St. Joe,46.903244,-116.51001,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-055-1a,3.5x5 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities610,cities,610,,"Print from book? Of L.P. Brown Hotel. Mount Idaho, Idaho.",First Republican convention in Idaho held at hotel in 1863,,1894,y,drawings,Mount Idaho,45.90362,-116.51062,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-056-1a,4.5x5.75 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities611,cities,611,,"Courthouse. Mount Idaho, Idaho.",,,1892,y,courthouses,Mount Idaho,45.903776,-116.082087,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-056-2a,4x5 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities612,cities,612,,"Panoramic view of Grangeville, Idaho.",,,1885,,panoramas,Grangeville,45.920736,-116.131164,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-117-11,6.75x11.5 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities613,cities,613,,"Idaho County Courthouse. Mount Idaho, Idaho.",,,1920,y,courthouses,Mount Idaho,45.903788,-116.082077,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-056-2b,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities614,cities,614,,"Early day residence. Mount Idaho, Idaho.",,,1929,y,exteriors; houses,Mount Idaho,45.903766,-116.082066,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-056-3a,3.75x5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities615,cities,615,,Ruins of Masonic Temple and Patton's Saloon. Mount Idaho. Idaho.,,,1906,y,saloons (bars); fraternal lodges,Mount Idaho,45.903755,-116.082055,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-056-4a,3.75x5 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities616,cities,616,,Judge Joseph K. Vincent home (1822- ). Mount Idaho. Idaho.,,,1901,,exteriors; houses,Mount Idaho,45.903799,-116.082099,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-056-3b,5x7 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
