title,subject,description,creator,publisher,contributors,date,type,genre,format,digitization,identifier,source,relation,language,coverage,rights,rightsstatement,audience,image size,dpi,date (digitized),negative or print,location,note,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Heart Mountain Police Station building and guard tower, 1944.","Facilities, services & camp administration; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of the Heart Mountain Police Station building, sign, and guard tower, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Landscape portraits; Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0300n01.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English; Japanese,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-11-15,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1522,1522,1523.jp2,/hiraharag/image/1523.jp2,hiraharag1522
"Stanley and Walt Hayami eating inside of the a mess hall, 1944.","Facilities & services; Food; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of Stanley and Walt Hayami and others seated at a table and eating inside of a mess hall, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0456n01a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,1.5&quot;x2&quot;,2400,2011-12-08,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1523,1523,1524.jp2,/hiraharag/image/1524.jp2,hiraharag1523
"Water tank inside of the boiler room of Block 22, March 23, 1945.","Facilities & services; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a tank inside of the boiler room of Block 22, Heart Mountain Relocation Center, Wyoming.  There is debris at the base of the tank.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-03-23,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b02f0016n02.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-10-21,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1524,1524,1525.jp2,/hiraharag/image/1525.jp2,hiraharag1524
"Two men inspecting the boiler room of Block 22, March 23, 1945.","Facilities & services; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of two men standing near the sinks, pipes, and tanks inside of the boiler room of Block 22, Heart Mountain Relocation Center, Wyoming.  There seems to be some damage to the wall near the entry.  A few people try to look in through the window.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-03-23,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b02f0016n04.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-10-21,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1525,1525,1526.jp2,/hiraharag/image/1526.jp2,hiraharag1525
"Sinks, pipes, and tanks inside of the boiler room of Block 22, March 23, 1945.","Facilities & services; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of sinks, pipes, and tanks inside of the boiler room of Block 22, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945-03-23,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b02f0016n03.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-10-21,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1526,1526,1527.jp2,/hiraharag/image/1527.jp2,hiraharag1526
"People standing behind a fence awaiting new arrivals from the Jerome Relocation Center in Arkansas, June 15, 1944.","Facilities, services & camp administration; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of people standing behind a barbed wire fence awaiting new arrivals from the Jerome Relocation Center in Arkansas, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944-06-15,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b02f0075n03a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-11-09,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1527,1527,1528.jp2,/hiraharag/image/1528.jp2,hiraharag1527
"People standing in front of and behind a fence awaiting new arrivals from the Jerome Relocation Center in Arkansas, June 15, 1944.","Facilities, services & camp administration; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of people standing near a barbed wire fence awaiting new arrivals from the Jerome Relocation Center in Arkansas, Heart Mountain Relocation Center, Wyoming.  Many are holding umbrellas.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944-06-15,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b02f0075n03b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,1.5&quot;x2&quot;,2400,2011-11-09,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1528,1528,1529.jp2,/hiraharag/image/1529.jp2,hiraharag1528
"People standing behind a fence awaiting new arrivals from the Jerome Relocation Center in Arkansas, June 15, 1944.","Facilities, services & camp administration; Living conditions; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of people standing behind a fence awaiting new arrivals from the Jerome Relocation Center in Arkansas, Heart Mountain Relocation Center, Wyoming.  Many in the crowd are holding umbrellas.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944-06-15,Image,Action photographs,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b02f0075n04a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-11-09,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1529,1529,1530.jp2,/hiraharag/image/1530.jp2,hiraharag1529
"Young girl in a dress, 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a young girl in a dress posing inside of a barrack, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0005n02.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,3&quot;x2&quot;,2400,2011-10-05,Negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1530,1530,1531.jp2,/hiraharag/image/1531.jp2,hiraharag1530
Three little girls in dresses.,"Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of three little girls posing inside of a barrack, Heart Mountain Relocation Center, Wyoming.","Hirahara, Frank","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0048n01a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2006 death of the creator.,,2&quot;x2&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1531,1531,1532.jp2,/hiraharag/image/1532.jp2,hiraharag1531
"Young woman standing inside of the Hirahara family studio, 1945.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a young woman posing inside of the Hirahara family studio, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1945,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0050n03.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,3&quot;x2&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1532,1532,1533.jp2,/hiraharag/image/1533.jp2,hiraharag1532
"Inaba Family standing outside of their family barrack, 1943.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of the Inaba family, including Sheane, Kay, Shigeko, Tamaki, Gilbert, Reiko, and George, posing outside of their a family barrack 15-1-CD with mountains in the background, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0052n01.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x2.5&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1533,1533,1534.jp2,/hiraharag/image/1534.jp2,hiraharag1533
"Marlene and David Uyehara, 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of Marlene Uyehara and Marlene and David Uyehara,  children of the Kenji (Ray) and Toshiya (Mary or Tootsie) Uyehara of Toppenish, Washington, posing together in their a family barrack 15-10-C, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0056n03.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,3&quot;x2&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1534,1534,1535.jp2,/hiraharag/image/1535.jp2,hiraharag1534
"Matsumoto family, including Reverend Tessho, with Heart Mountain in the background , 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of the Matsumoto a family, including Reverend Tessho, Miye, Yukio, Akio, and Hiroko Matsumoto, outside of the barracks with Heart Mountain in the background, Heart Mountain Relocation Center, Wyoming.  Matsumoto was the Pre-war Yakima Buddhist church minister in Wapato, WA.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0058n02.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1535,1535,1536.jp2,/hiraharag/image/1536.jp2,hiraharag1535
"Marlene Uyehara seated with a doll inside, 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of Marlene Uyehara, daughter of the Kenji Uyehara&#x27;s of Toppenish, Washington, posing with a doll inside of their a family barrack 15-10-C, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0056n02.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,3&quot;x2&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1536,1536,1537.jp2,/hiraharag/image/1537.jp2,hiraharag1536
"Matsumoto family, including Reverend Tessho, with Heart Mountain in the background, 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of the Matsumoto a family, including Reverend Tessho, Miye, Yukio, Akio, and Hiroko Matsumoto, outside of the barracks with Heart Mountain in the background, Heart Mountain Relocation Center, Wyoming.  Matsumoto was the Pre-war Yakima Buddhist church minister in Wapato, Washington.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0058n03.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x3&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1537,1537,1538.jp2,/hiraharag/image/1538.jp2,hiraharag1537
"Man standing outside of the barracks, 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a man standing outside of the barracks, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0060n03a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1538,1538,1539.jp2,/hiraharag/image/1539.jp2,hiraharag1538
"Ray Egawa standing on the stairs of a barrack, 1944.","Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of Ray Egawa standing on the stairs of a barrack, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1944,Image,Portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0060n03b.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1539,1539,1540.jp2,/hiraharag/image/1540.jp2,hiraharag1539
Man holding a baby while crouched in a doorway.,"Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a man posing in the doorway of a barrack and holding a baby, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0063n07.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1540,1540,1541.jp2,/hiraharag/image/1541.jp2,hiraharag1540
Family standing in the doorway of a barrack.,"Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a family posing in the doorway of a barrack, Heart Mountain Relocation Center, Wyoming.  A man stands next to a woman holding a baby.  She also is wearing a hair net.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0063n08a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-10-13,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1541,1541,1542.jp2,/hiraharag/image/1542.jp2,hiraharag1541
Group of women standing with a baby.,"Family; Japanese Americans--Evacuation and relocation, 1942-1945","Photograph of a group of women posing with a baby inside of a barrack, Heart Mountain Relocation Center, Wyoming.","Hirahara, George","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc/",,1943/1945,Image,Group portraits,image/jp2,"Original photographs were scanned as 2400 dpi TIFF files on a Microtek 9600XL scanner, 72 dpi JPEG 2000 files were then added to the CONTENTdm database at the WSU Libraries.",sc14b01f0066n05a.jpg,"Is found in SC 14, George and Frank  Hirahara Photograph Collection http://libraries.wsu.edu/masc/finders/sc014.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv49972,English,,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 2000 death of the creator.,,2&quot;x1.5&quot;,2400,2011-10-14,negative,North and Central America--United States--Wyoming--Park county--Heart Mountain Relocation Center,"If you have additional information or corrections for the images in this collection, please let us know.",,2012-11-21,2018-01-20,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/hiraharag/id/1542,1542,1543.jp2,/hiraharag/image/1543.jp2,hiraharag1542
