title,date,date is approximate?,description,location,latitude,longitude,subject,sub-lcsh,source,identifier,donor,rights,standardized rights,language,publisher,digital collection,date digital,type,format original,format,ordering information,group / city number,image number (within group),filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Mayor Eugene B. Sherman receiving box containing celluloid version of history of U.P. Celebration of coming of Union Pacific main line to Boise. Boise, Idaho.",1925-04-16,,"Behind mayor are Gov. C.C. Moore, D.S. Spencer, and Joel L. Priest. Mr. Hill is in car",Boise,43.601771,-116.214653,trains; train stations;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-05p,Theodore A. Sherman,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,7x11 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,05p,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/438,438,493.jp2,/cities/image/493.jp2,demo_cities438
"Brakeman' Rose Regan speaks with U.P. President Carl R. Gray. Celebration of coming of Union Pacific main line to Boise. Boise, Idaho.",1925-04-16,,,Boise,43.601917,-116.215007,train stations;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-05q,Theodore A. Sherman,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,7x11 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,05q,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/439,439,494.jp2,/cities/image/494.jp2,demo_cities439
"Brakeman' Rose Regan and Caroline Athey, Apple Blossom girl, leading U.P. President Carl R. Gray down platform. Celebration of coming of Union Pacific main line to Boise. Boise, Idaho.",1925-04-16,,,Boise,43.601917,-116.215007,parades; train stations;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-05r,Theodore A. Sherman,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,7x11 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,05r,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/440,440,495.jp2,/cities/image/495.jp2,demo_cities440
"U.P. President Carl R. Gray riding in old stagecoach. Celebration of coming of Union Pacific main line to Boise. Boise, Idaho.",1925-04-16,,,Boise,43.601917,-116.215007,parades; train stations;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-05t,Theodore A. Sherman,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,7x11 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,05t,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/441,441,496.jp2,/cities/image/496.jp2,demo_cities441
"Celebration of coming of Union Pacific main line to Boise. Boise, Idaho.",1925-04-16,,"Identified: 1) 'Brakeman Rose Regan, 2) U.P. President Carl R. Gray, 3) Gov. C.C. Moore, 4) Boise mayor Eugene B. Sherman, 5) Howard V. Platt?, manager of Oregon Short Line Railroad",Boise,43.601917,-116.215007,parades; train stations;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-05v,Theodore A. Sherman,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,7x11 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,05v,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/442,442,497.jp2,/cities/image/497.jp2,demo_cities442
"U.P. President Carl R. Gray preparing to ride in old stagecoach. Celebration of coming of Union Pacific main line to Boise. Boise, Idaho.",1925-04-16,,,Boise,43.601917,-116.215007,parades; horse-drawn vehicles;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-05u,Theodore A. Sherman,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,7x11 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,05u,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/443,443,498.jp2,/cities/image/498.jp2,demo_cities443
"Copy print of Independent Club float. Centennial Parade. Boise, Idaho.",1963,,,Boise,43.616406,-116.202714,parades; horse-drawn vehicles;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-06a,D.E. Warren,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x10 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,06a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/444,444,499.jp2,/cities/image/499.jp2,demo_cities444
"Aerial view of Harrison, Idaho looking west.",1940,y,Note log boom,Harrison,47.45435,-116.785457,aerial photograph,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-115-1c,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,3.5x5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",115,1c,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/445,445,5.jp2,/cities/image/5.jp2,demo_cities445
"Group of people posed together in the woods. Grangeville?, Idaho.",1895,y,,Grangeville,45.926091,-116.109781,wilderness; people,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-117-06f,Verna McGrane,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,10x8 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",117,06f,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/446,446,50.jp2,/cities/image/50.jp2,demo_cities446
"Speakers platform of new station. Celebration of coming of Union Pacific main line to Boise. Boise, Idaho.",1925-04-16,,"L-R: Mayor Eugene B. Sherman, Gov. C.C. Moore, Howard V. Platt, general manager of Oregon Short Line Railroad, 'Brakeman' Rose Regan, and U.P. President Carl R. Gray",Boise,43.601917,-116.215007,parades; train stations;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-05w,Theodore A. Sherman,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,7x11 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,05w,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/447,447,500.jp2,/cities/image/500.jp2,demo_cities447
"Business section. Boise City, Idaho Territory.",1866,,,Boise,43.616406,-116.202714,horse-drawn vehicles;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-07b,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,7x9.75 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,07b,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/448,448,501.jp2,/cities/image/501.jp2,demo_cities448
"Picture made from painting of business section. Boise City, Idaho Territory.",1864,,,Boise,43.616406,-116.202714,bird's-eye views; horse-drawn vehicles;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-07a,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x9.5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,07a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/449,449,502.jp2,/cities/image/502.jp2,demo_cities449
"O'Farrell cabin. Boise, Idaho.",1963,,Boise's first home and place of worship built by John A. O'Farrell,Boise,43.617937,-116.19389,buildings;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-08,Publications Dept.,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x10 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,08,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/450,450,503.jp2,/cities/image/503.jp2,demo_cities450
"Triangle Dairy located 3 miles east of Boise, Idaho.",1935,y,Ridenbaugh Canal in foreground; dairy buildings and home in background,Boise,43.57056,-116.183188,panoramas;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-09,Harry H. Caldwell,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x10 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,09,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/451,451,504.jp2,/cities/image/504.jp2,demo_cities451
"Idaho 1st Volunteers Camp. Boise, Idaho. Before leaving for Philippines, Spanish-American War.",1898,,,Boise,43.621024,-116.178617,soldiers; tents;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-10,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,4x5.5 black and white mounted print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,10,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/452,452,505.jp2,/cities/image/505.jp2,demo_cities452
"Idaho 1st Volunteers Camp. Boise, Idaho. Before leaving for Philippines, Spanish-American War.",1898,,,Boise,43.621024,-116.178617,soldiers; tents;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-11,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,4x5.5 black and white mounted print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,11,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/453,453,506.jp2,/cities/image/506.jp2,demo_cities453
"Idaho 1st Volunteers Camp. Boise, Idaho. Before leaving for Philippines, Spanish-American War.",1898,,,Boise,43.621024,-116.178617,soldiers; tents;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-008-12,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,4x5.5 black and white mounted print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",008,12,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/454,454,507.jp2,/cities/image/507.jp2,demo_cities454
"Street scene. Wilson Mercantile Co. and Clarkia Mercantile. Clarkia, Idaho.",1888,y,,Clarkia,47.011402,-116.253414,buildings; horses;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-009-1,Sara Annette Bowman Collection,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,6.5x8.25 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",009,1,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/455,455,508.jp2,/cities/image/508.jp2,demo_cities455
"Union Pacific Railroad Station. Payette, Idaho.",1984-10-01,,,Payette,44.079002,-116.934958,train stations;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-010-1a,Stanley A. Shepard,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,3.5x5 color print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",010,1a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/456,456,509.jp2,/cities/image/509.jp2,demo_cities456
"Knights of Pythias, Grand Lodge of Idaho. Grangeville, Idaho.",1902-06-30,,Individuals identified on print,Grangeville,45.924944,-116.120148,fraternal lodges,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-117-07a,Verna McGrane,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,5x7 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",117,07a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/457,457,51.jp2,/cities/image/51.jp2,demo_cities457
"Panoramic view of Cooperative Experiment Station. Gooding, Idaho.",1925,y,Sheet 1,Gooding,42.942372,-114.693103,panoramas; barns;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-011-1a,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,2-4.5x6.25 black and white prints,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",011,1a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/458,458,510.jp2,/cities/image/510.jp2,demo_cities458
"Panoramic view of Cooperative Experiment Station. Gooding, Idaho.",1925,y,Sheet 2,Gooding,42.942372,-114.693103,panoramas; farms;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-011-1b,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,2-4.5x6.25 black and white prints,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",011,1b,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/459,459,511.jp2,/cities/image/511.jp2,demo_cities459
"Exterior view of former creamery with Ford sign and Kelly Tires sign. Gooding, Idaho.",1910,y,,Gooding,42.942262,-114.673265,automobiles; exteriors; business enterprises,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-011-2,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,3.5x5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",011,2,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/460,460,512.jp2,/cities/image/512.jp2,demo_cities460
Panoramic view of Lemhi Valley showing remains of Fort Lemhi. Idaho.,1903,,,Lemhi Valley,45.187977,-113.887845,panoramas,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-012-1a,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x10 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",012,1a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/461,461,513.jp2,/cities/image/513.jp2,demo_cities461
Panoramic view of Lemhi Valley looking northwest. Idaho.,1903,,,Lemhi Valley,45.189923,-113.893611,panoramas; farms;,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-012-1b,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x10 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",012,1b,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/462,462,514.jp2,/cities/image/514.jp2,demo_cities462
"Salmon-Redrock stage on the Continental Divide. Lemhi Valley, Idaho.",1903,,,Lemhi Valley,45.149282,-113.803554,stagecoaches,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-012-2a,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x10 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",012,2a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/463,463,515.jp2,/cities/image/515.jp2,demo_cities463
"Salmon-Redrock stage on the Continental Divide. Lemhi Valley, Idaho.",1903,,Men looking at ground: Lewis W. Shurtliff and Frank Cannon,Lemhi Valley,45.147768,-113.801837,stagecoaches,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-012-2b,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x10 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",012,2b,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/464,464,516.jp2,/cities/image/516.jp2,demo_cities464
