title,creator,date,date.digital,publisher,description,subject,type,genre,location,rights,rightsstatement,identifier,holding institution,digitization,format,contributors,language,source,relation,dates,control,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Harbor of Astoria &amp; Vicinity. (1927),Port of Astoria,1927,2000-2002,"[Astoria, Or.: Port of Astoria]","1 map: color, 35 x 92 cm. Soundings are in feet and show the depth at Mean Lower Low Water. Various types of hachures show various depth contours: thirty foot, twenty-four foot, eighteen foot, twelve foot, and low water lines. Scale: approximately 1 cm. = 1000 ft.",Columbia River--Mouth--Maps,Image,Maps,United States--Oregon--Clatsop county--Astoria; United States--Washington (State)--Pacific county; Columbia River,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities.,wsu589; sc001 2.24,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1927,,,2003-07-23,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/750,750,494.jp2,/maps/image/494.jp2,maps750
"Map of the Indian trail from Old Ft. Colville to the Skagit River, W.T. showing the route of party under 1st Lieut. H.H. Pierce, 21st Infantry, in August 1882.","Downing, Alfred; Pierce, Henry Hubbard",1882,2000-2002,,"1 map; 27 x 130 cm. Scale: 1 inch = 4 miles. This map comes from an 1882 Army expedition to locate a path across the Cascades from Ft. Colville to the Pacific via Lake Chelan. Lt. Pierce&#x27;s report concluded the route to be impractical at best, and thoughts of a military road across the north Cascades were abandoned.",Washington (State)--Maps,Image,Maps,United States--Washington (Terr.),http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu590; sc001 2.274,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1882,,,2003-07-23,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/751,751,495.jp2,/maps/image/495.jp2,maps751
Transit Traverse of Silver Lake (1927),"State College of Washington. Department of Engineering; Hierath, D.",1927-05-25,2000-2002,,"1 map; 27 x 40 cm. Scale: 1 inch = 40 ft. Bearings given as calculated Magnetic Bearings. Offsets are taken every 25 feet. Silver Lake was a small manmade lake which existed on the campus of Washington State College from the 1890s until the 1930s. Hollingberry Field now stands where Silver Lake used to be. To see photos of Silver Lake, visit the Pullman and the Palouse Digital Images Collection: http://content.libraries.wsu.edu/cdm/landingpage/collection/pullman",Washington State College--Silver Lake--Maps; Washington State University--Maps; Pullman (Wash.)--Maps,Image,Maps,United States--Washington (State)--Whitman county--Pullman--Washington State University--Silver Lake,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities.,wsu591; sc001 4.64,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1927,,,2003-07-23,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/752,752,496.jp2,/maps/image/496.jp2,maps752
Automobile Road Hoquiam Quinault (1929),"Neyhart, A.P.",1929,2000-2002,s.l. : Automobile Club of Washington,"1 map: 22 x 9 cm. Scale: 3 inches = 20 miles. Heavy roads indicated by heavy lines. Gravel roads indicated by dashed lines. Secondary roads indicated by thin dark lines. Inset: Aberdeen/Hoquiam city detail. Mileages within circles from Hoquiam. Mileages without circles from Quinault. Logged and drawn 5-9-1925, corrected 3-10-1927, corrected 1928, published 5-14-1929.",Road Maps--Washington (State); Roads--Washington (State),Image,Maps,United States--Washington (State)--Grays Harbor county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities.,wsu592; sc001 2.27,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1925; 1927; 1928; 1929,,,2003-02-03,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/753,753,497.jp2,/maps/image/497.jp2,maps753
Road Map of the State of Washington (1916),"Meigs, A.L.",1916,2000-2002,"Spokane, Wa. : Inland Automobile Association","1 map: col., 45 x 60 cm. Principal roads marked in colors shown. Road signs inset in lower left.",Road Maps--Washington (State); Roads--Washington (State),Image,Maps,United States--Washington (State),http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu593; sc001 2.27,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1916,,,2003-02-03,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/754,754,498.jp2,/maps/image/498.jp2,maps754
Map of Washington State Highways (1913),"Roy, William R.",1913,2000-2002,,"1 map: hand-col., 38 x 55 cm. Scale: 1 inch = 18 miles. The Washington State Highway Department was created in 1905, though the state Legislature had been attempting to create state roads as early as 1893. The first concrete and asphalt roads were created in 1912.",Road Maps--Washington (State); Roads--Washington (State); State Highway Committee,Image,Maps,United States--Washington (State),http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu594; sc001 2.27,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1913,,,2003-02-03,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/755,755,499.jp2,/maps/image/499.jp2,maps755
"Map, State of Washington (1911)",,1911,2000-2002,,"1 map; 47 x 73 cm. Scale: 1 inch = 10 miles. Dark lines show interconnected electric power systems in operation as of Dec. 31, 1910. Empty circles show cities and towns supplied by local generating plants. Solid squares indicate hydro plants. Solid circles indicate steam plants.","Electric utilities--Northwest, Pacific--Maps; Electric power distribution--West (U.S.)--Maps Electric power distribution--West (U.S.)--Maps",Image,Maps,United States--Washington (State),http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu595; sc001 2.27,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1911,,,2003-02-03,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/756,756,500.jp2,/maps/image/500.jp2,maps756
Outline Map of Indian Localities in 1833 (1841),"Catlin, George, 1796-1872.",1841,2000-2002,"London : Published by the Author at the Egyptian Hall, Piccadilly, 1841.","1 map: hand col., 22 x 37 cm.",United States--Description and travel--19th century--Maps; Indians of North America--West (U.S.)--Maps,Image,Maps,United States,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu596; E77 .C38 1841b v. 1,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Letters and notes on the manners, customs, and condition of the North American Indians, 1841. E77 .C38 1841b v. 1 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,1833; 1841,,,2003-02-03,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/757,757,501.jp2,/maps/image/501.jp2,maps757
Yellowstone National Park (1910),,1910,2000-2002,s.l. : Oregon Short Line Railroad,"1 bird&#x27;s-eye map: col., 22 x 17 cm.",Yellowstone National Park--Description and travel--Maps; Railroad travel--West (U.S.)--Maps; Oregon Short Line Railway,Image,Maps,United States--Wyoming--Yellowstone National Park,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu597; F722 .C65x 1910,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in To geyserland : Oregon Short Line Railroad to the Yellowstone National Park, 1910. F722 .C65x 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,1910,,,2003-07-23,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/758,758,502.jp2,/maps/image/502.jp2,maps758
United States. (1830),"Huntington, H. &amp; F.J.",1830,2000-2002,"[?, Conn.: s.n.]","1 map: hand col., 26 x 40 cm. Scale: 1 inch = 200 miles.",United States--Maps,Image,Maps,United States,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu598; sc001 1.1,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1830,,,2003-02-03,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/759,759,503.jp2,/maps/image/503.jp2,maps759
Territory of Idaho. (1879),"Roeser, C.",1879,2000-2002,,"1 map: hand col., 37 x 27 cm. Scale: &quot;16 miles to 1 inch.&quot; Page 94",Idaho--Maps,Image,Maps,United States--Idaho,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu599; sc001 2.22,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1879,,,2003-02-03,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/760,760,504.jp2,/maps/image/504.jp2,maps760
Trail System of Lake &amp; River Region reached by Red Collar S.S. Line (1910),"Flagg, C.E.",1910,2000-2002,"Spokane, Wa. : Inland Printing Co.","1 map: col., 20 x 29 cm. This map comes from a brochure of the Red Collar Steamship Line, which provided steamship transport up Lake Coeur D&#x27;Alene and the St. Joe&#x27;s River for tourists.",Idaho--Maps; Idaho--Description and Travel--Maps,Image,Maps,United States--Idaho,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu600; sc001 2.22,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1910,,,2003-02-03,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/761,761,505.jp2,/maps/image/505.jp2,maps761
Map of the North-West Territory of the Province of Canada from Actual Survey during the years 1792 to 1812 [southwest portion only],"Thompson, David",1916,2000-2002,"Toronto, The Champlain Society","1 map; 50 x 90 cm. This is approximately the lower left one-fourth of Thompson&#x27;s map of north-western North America. &quot;The Map made for the North West Company in 1813 and 1814 and delivered to the Honorable William McGillivray then Agent. Embraces the Region lying between 45 and 60 degrees North Latitude and 84 and 124 degrees West Longitude, comprising the Surveys and Discoveries of 20 years namely: the Discovery and Survey of the Oregon Territory to the Pacific Ocean; the survey of the Athabasca Lake, Slave River, and Lake from which flows Mackenzies River to the Arctic Sea by Mr. Philip Turner; the Route of Sir Alexander Mackenzie in 1792 down part of Frasers River; together with the Survey of this River to the Pacific Ocean by the late John Stewart of the North West Company. By David Thompson, Astronomer and Surveyor.&quot; Amongst his many other explorations, David Thompson was the first white man to travel and survey the full length of the Columbia River, reaching the mouth of the Columbia in 1811.","Northwest, Pacific--Maps; North West Company.",Image,Maps,North and Central America,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,wsu601; F1060.7 .T47,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original maps were scanned in color at 600 dpi on a Microtek 9600XL scanner and saved as TIFF files. The TIFF files were converted into the MrSID format at a compression ratio of 12 to 1 using LizardTech&#x27;s Geospatial Encoder 1.5 software. These MrSid files were then uploaded into the CONTENTdm database at the Washington State University Libraries.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in David Thompson&#x27;s narrative of his explorations in western America, 1784-1812, 1916. F1060.7 .T47 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,1812; 1813; 1814; 1916,,,2003-02-03,2018-06-14,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/762,762,506.jp2,/maps/image/506.jp2,maps762
"White&#x27;s Atlas of Pierce County Washington, Tp. 20 N., R. 1 W., W. M., Wash. (1928)","White, D. H. (David H.)",1928,2000-2002,"Tacoma, Wa. : D. H. White, C.E.","1 map; 66 x 37 cm. Scale 1&quot; =1/4 mile. Shows additions, lot numbers, street names, railroads, section numbers, and names of some landowners. This map is part of D. H. White&#x27;s Atlas of Pierce County, Washington, which consists mainly of facing pages of map sheets which depict the Eastern or Western portions of specific Township Ranges of Pierce County.",Pierce County (Wash.)--Maps; Real property--Washington (State)--Pierce County--Maps,Image,Maps; Plats,United States--Washington (State)--Pierce county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities. Please give credit to the Tacoma Public Library Northwest Room.,tpl wh003,Tacoma Public Library Northwest Room. nwr@tpl.lib.wa.us,"Captured by Luna Imaging at 300 dpi in TIFF format using a Cambo 4x5 camera with a Betterlight 4x5 Camera Back on a System 800 copystand with Varispeed 1000 controllers, using camera settings of 90 mm 1:5.6 Rodenstock at f11.  Driver/interface for the camera back  was Viewfinder 5 v.5.1, with image review and any necessary seaming of multiple images or image cleanup using Photoshop v6.0.1 on a Mac G4. Image derivatives were created with LunaPro for JPEG creation and MrSID Pro (incorporated in an automated way within LunaPro) for the wavelet file creation. Derived SID images have an average compression target of 12:1.",image/jpg2000,Tacoma Public Library Northwest Room,English,"Is found in D.H. White's Atlas of Pierce County Washington, 1928. Held at Tacoma Public Library Northwest Room https://www.tacomalibrary.org/northwest-room/",,1928,,,2003-02-03,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/763,763,507.jp2,/maps/image/507.jp2,maps763
"White&#x27;s Atlas of Pierce County Washington, Tp. 20 N., R. 1 W., W. M., Wash. (1928)","White, D. H. (David H.)",1928,2000-2002,"Tacoma, Wa. : D. H. White, C.E.","1 map; 66 x 37 cm. Scale 1&quot; =1/4 mile. Shows additions, lot numbers, street names, railroads, section numbers, and names of some landowners. This map is part of D. H. White&#x27;s Atlas of Pierce County, Washington, which consists mainly of facing pages of map sheets which depict the Eastern or Western portions of specific Township Ranges of Pierce County.",Pierce County (Wash.)--Maps; Real property--Washington (State)--Pierce County--Maps,Image,Maps; Plats,United States--Washington (State)--Pierce county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities. Please give credit to the Tacoma Public Library Northwest Room.,tpl wh004,Tacoma Public Library Northwest Room. nwr@tpl.lib.wa.us,"Captured by Luna Imaging at 300 dpi in TIFF format using a Cambo 4x5 camera with a Betterlight 4x5 Camera Back on a System 800 copystand with Varispeed 1000 controllers, using camera settings of 90 mm 1:5.6 Rodenstock at f11.  Driver/interface for the camera back  was Viewfinder 5 v.5.1, with image review and any necessary seaming of multiple images or image cleanup using Photoshop v6.0.1 on a Mac G4. Image derivatives were created with LunaPro for JPEG creation and MrSID Pro (incorporated in an automated way within LunaPro) for the wavelet file creation. Derived SID images have an average compression target of 12:1.",image/jpg2000,Tacoma Public Library Northwest Room,English,"Is found in D.H. White's Atlas of Pierce County Washington, 1928. Held at Tacoma Public Library Northwest Room https://www.tacomalibrary.org/northwest-room/",,1928,,,2003-02-03,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/764,764,508.jp2,/maps/image/508.jp2,maps764
"White&#x27;s Atlas of Pierce County Washington, Tp. 21 N., R. 1 W., W. M., Wash. (1928)","White, D. H. (David H.)",1928,2000-2002,"Tacoma, Wa. : D. H. White, C.E.","1 map; 66 x 37 cm. Scale 1&quot; =1/4 mile. Shows additions, lot numbers, street names, railroads, section numbers, and names of some landowners. This map is part of D. H. White&#x27;s Atlas of Pierce County, Washington, which consists mainly of facing pages of map sheets which depict the Eastern or Western portions of specific Township Ranges of Pierce County.",Pierce County (Wash.)--Maps; Real property--Washington (State)--Pierce County--Maps,Image,Maps; Plats,United States--Washington (State)--Pierce county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities. Please give credit to the Tacoma Public Library Northwest Room.,tpl wh005,Tacoma Public Library Northwest Room. nwr@tpl.lib.wa.us,"Captured by Luna Imaging at 300 dpi in TIFF format using a Cambo 4x5 camera with a Betterlight 4x5 Camera Back on a System 800 copystand with Varispeed 1000 controllers, using camera settings of 90 mm 1:5.6 Rodenstock at f11.  Driver/interface for the camera back  was Viewfinder 5 v.5.1, with image review and any necessary seaming of multiple images or image cleanup using Photoshop v6.0.1 on a Mac G4. Image derivatives were created with LunaPro for JPEG creation and MrSID Pro (incorporated in an automated way within LunaPro) for the wavelet file creation. Derived SID images have an average compression target of 12:1.",image/jpg2000,Tacoma Public Library Northwest Room,English,"Is found in D.H. White's Atlas of Pierce County Washington, 1928. Held at Tacoma Public Library Northwest Room https://www.tacomalibrary.org/northwest-room/",,1928,,,2003-02-03,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/765,765,509.jp2,/maps/image/509.jp2,maps765
"White&#x27;s Atlas of Pierce County Washington, Tp. 21 N., R. 1 W., W. M., Wash. (1928)","White, D. H. (David H.)",1928,2000-2002,"Tacoma, Wa. : D. H. White, C.E.","1 map; 66 x 37 cm. Scale 1&quot; =1/4 mile. Shows additions, lot numbers, street names, railroads, section numbers, and names of some landowners. This map is part of D. H. White&#x27;s Atlas of Pierce County, Washington, which consists mainly of facing pages of map sheets which depict the Eastern or Western portions of specific Township Ranges of Pierce County.",Pierce County (Wash.)--Maps; Real property--Washington (State)--Pierce County--Maps,Image,Maps; Plats,United States--Washington (State)--Pierce county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities. Please give credit to the Tacoma Public Library Northwest Room.,tpl wh006,Tacoma Public Library Northwest Room. nwr@tpl.lib.wa.us,"Captured by Luna Imaging at 300 dpi in TIFF format using a Cambo 4x5 camera with a Betterlight 4x5 Camera Back on a System 800 copystand with Varispeed 1000 controllers, using camera settings of 90 mm 1:5.6 Rodenstock at f11.  Driver/interface for the camera back  was Viewfinder 5 v.5.1, with image review and any necessary seaming of multiple images or image cleanup using Photoshop v6.0.1 on a Mac G4. Image derivatives were created with LunaPro for JPEG creation and MrSID Pro (incorporated in an automated way within LunaPro) for the wavelet file creation. Derived SID images have an average compression target of 12:1.",image/jpg2000,Tacoma Public Library Northwest Room,English,"Is found in D.H. White's Atlas of Pierce County Washington, 1928. Held at Tacoma Public Library Northwest Room https://www.tacomalibrary.org/northwest-room/",,1928,,,2003-02-03,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/766,766,510.jp2,/maps/image/510.jp2,maps766
"White&#x27;s Atlas of Pierce County Washington, Tp. 22 N., R. 1 W., W. M., Wash. (1928)","White, D. H. (David H.)",1928,2000-2002,"Tacoma, Wa. : D. H. White, C.E.","1 map; 66 x 37 cm. Scale 1&quot; =1/4 mile. Shows additions, lot numbers, street names, railroads, section numbers, and names of some landowners. This map is part of D. H. White&#x27;s Atlas of Pierce County, Washington, which consists mainly of facing pages of map sheets which depict the Eastern or Western portions of specific Township Ranges of Pierce County.",Pierce County (Wash.)--Maps; Real property--Washington (State)--Pierce County--Maps,Image,Maps; Plats,United States--Washington (State)--Pierce county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities. Please give credit to the Tacoma Public Library Northwest Room.,tpl wh007,Tacoma Public Library Northwest Room. nwr@tpl.lib.wa.us,"Captured by Luna Imaging at 300 dpi in TIFF format using a Cambo 4x5 camera with a Betterlight 4x5 Camera Back on a System 800 copystand with Varispeed 1000 controllers, using camera settings of 90 mm 1:5.6 Rodenstock at f11.  Driver/interface for the camera back  was Viewfinder 5 v.5.1, with image review and any necessary seaming of multiple images or image cleanup using Photoshop v6.0.1 on a Mac G4. Image derivatives were created with LunaPro for JPEG creation and MrSID Pro (incorporated in an automated way within LunaPro) for the wavelet file creation. Derived SID images have an average compression target of 12:1.",image/jpg2000,Tacoma Public Library Northwest Room,English,"Is found in D.H. White's Atlas of Pierce County Washington, 1928. Held at Tacoma Public Library Northwest Room https://www.tacomalibrary.org/northwest-room/",,1928,,,2003-02-03,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/767,767,511.jp2,/maps/image/511.jp2,maps767
"White&#x27;s Atlas of Pierce County Washington, Tp. 22 N., R. 1 W., W. M., Wash. (1928)","White, D. H. (David H.)",1928,2000-2002,"Tacoma, Wa. : D. H. White, C.E.","1 map; 66 x 37 cm. Scale 1&quot; =1/4 mile. Shows additions, lot numbers, street names, railroads, section numbers, and names of some landowners. This map is part of D. H. White&#x27;s Atlas of Pierce County, Washington, which consists mainly of facing pages of map sheets which depict the Eastern or Western portions of specific Township Ranges of Pierce County.",Pierce County (Wash.)--Maps; Real property--Washington (State)--Pierce County--Maps,Image,Maps; Plats,United States--Washington (State)--Pierce county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities. Please give credit to the Tacoma Public Library Northwest Room.,tpl wh008,Tacoma Public Library Northwest Room. nwr@tpl.lib.wa.us,"Captured by Luna Imaging at 300 dpi in TIFF format using a Cambo 4x5 camera with a Betterlight 4x5 Camera Back on a System 800 copystand with Varispeed 1000 controllers, using camera settings of 90 mm 1:5.6 Rodenstock at f11.  Driver/interface for the camera back  was Viewfinder 5 v.5.1, with image review and any necessary seaming of multiple images or image cleanup using Photoshop v6.0.1 on a Mac G4. Image derivatives were created with LunaPro for JPEG creation and MrSID Pro (incorporated in an automated way within LunaPro) for the wavelet file creation. Derived SID images have an average compression target of 12:1.",image/jpg2000,Tacoma Public Library Northwest Room,English,"Is found in D.H. White's Atlas of Pierce County Washington, 1928. Held at Tacoma Public Library Northwest Room https://www.tacomalibrary.org/northwest-room/",,1928,,,2003-02-03,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/768,768,512.jp2,/maps/image/512.jp2,maps768
