Title,Description,date,subject,Subject - LCSH,location,Collecting Area,Status,Manufacturer,Latitude,Longitude,Digital Collection,Archival Source,Publisher,Original Format,Provenance,rights,Credit Line,identifier,Type,Location ID,format,File Size,Height,Width,Color Space,Checksum,Hardware,Software,User Name,Notes,Internal Use,Folder Search,OCLC number,Date created,Date modified,Reference URL,cdmid,objectid,CONTENTdm file name,Archival file,CONTENTdm file path
match01665,,,Beaches; Bays (Bodies of water); Boats; islands; Coastlines,Santa Catalina Island (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01665.tiff,Image,,image/tiff,11754142 Bytes,,,,1886652397,Epson Expression 11000XL Photo Scanner,,,,,,,2018-12-06,2018-12-06,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/2995,2995,wienberg2995,2997.jp2,Volume12/match01665-0.tiff,/p15730coll18/image/2997.jp2
"View of Avalon Bay, from Chimes Tower, Catalina Island, Calif.",,,,Santa Catalina Island (Calif.);,,Malibu Historical Collection;,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",index.cpd,Image,,image/tiff,396 Bytes,,,,1274617970,Epson Expression 11000XL Photo Scanner,,,,,,,2019-03-25,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/2996,2996,wienberg2996,2998.cpd,,/p15730coll18/image/2998.cpd
match01666,"Printed on reverse: The great summer and winter resort of California. 2 3/4 hours ride from Los Angeles. Noted for climate, marine gardens, fishing, boating, bathing - first-class hotels and tent accomodations. Written on reverse: ""My dear fair Eleanor: I know you are not at homenow but the card will keep. I'm having a dandy time in this beautiful place. Lovingly, [signature illegible]""",,Correspondence; Bays (Bodis of water); Ships,Santa Catalina Island (Calif.);,,,,"Newman Post Card Co. (Los Angeles, San Fransisco);",,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01666.tiff,Image,,image/jp2;,20942728 Bytes,,,,781577617,Epson Expression 11000XL Photo Scanner,,,,,,,2018-10-25,2018-10-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/2997,2997,wienberg2997,2999.jp2,Volume12/match01666.tiff,/p15730coll18/image/2999.jp2
match01667,"Printed on reverse: The great summer and winter resort of California. 2 3/4 hours ride from Los Angeles. Noted for climate, marine gardens, fishing, boating, bathing - first-class hotels and tent accomodations. Written on reverse: ""My dear fair Eleanor: I know you are not at homenow but the card will keep. I'm having a dandy time in this beautiful place. Lovingly, [signature illegible]""",,Correspondence; Bays (Bodis of water); Ships,Santa Catalina Island (Calif.);,,,,"Newman Post Card Co. (Los Angeles, San Fransisco);",,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01667.tiff,Image,,image/jp2;,13077486 Bytes,,,,3965000174,Epson Expression 11000XL Photo Scanner,,,,,,,2018-10-25,2018-10-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/2998,2998,wienberg2998,3000.jp2,Volume12/match01667.tiff,/p15730coll18/image/3000.jp2
match01804,,,Steamboats; Piers & wharves;,Santa Monica (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01804.tiff,Image,,image/tiff,5958290 Bytes,,,,3837645921,Epson Expression 11000XL Photo Scanner,,,,,,,2018-03-22,2018-03-22,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3000,3000,wienberg3000,3002.jp2,Volume12/match01804.tiff,/p15730coll18/image/3002.jp2
match01805,,,Steamboats; Piers & wharves;,Santa Monica (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01805.tiff,Image,,image/tiff,11491218 Bytes,,,,317791207,Epson Expression 11000XL Photo Scanner,,,,,,,2018-03-22,2018-03-22,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3001,3001,wienberg3001,3003.jp2,Volume12/match01805.tiff,/p15730coll18/image/3003.jp2
"Steamer ""Santa Rosa"" at wharf, Santa Monica, California",,,Steamboats; Piers & wharves;,Santa Monica (Calif.);,,Malibu Historical Collection;,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",index.cpd,Image,,image/tiff,401 Bytes,,,,3768383505,Epson Expression 11000XL Photo Scanner,,,,,,,2019-03-25,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3002,3002,wienberg3002,3004.cpd,,/p15730coll18/image/3004.cpd
match01707,"Postcard depicting the landing of Junipero Serra in Monterey, Califorinia on June 3, 1770. Written on front: ""Copyright 07. Meddaugh photo. Sunday, Dear Daugter: our new pastor [illegible] for us in chapple. He is fine. all well, Pa""",1907-08-23,Religious retreats; Religious services; Arrivals & departures; correspondence,,"Serra Retreat (Malibu, Calif.);",,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01707.tiff,Image,,image/jp2;,12120360 Bytes,,,,1326453981,Epson Expression 11000XL Photo Scanner,,,,,,,2018-06-15,2018-06-15,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3003,3003,wienberg3003,3005.jp2,Volume12/match01707.tiff,/p15730coll18/image/3005.jp2
match01708,"Postcard depicting the landing of Junipero Serra in Monterey, Califorinia on June 3, 1770. Written on front: ""Copyright 07. Meddaugh photo. Sunday, Dear Daugter: our new pastor [illegible] for us in chapple. He is fine. all well, Pa""",1907-08-23,Religious retreats; Religious services; Arrivals & departures; correspondence,,"Serra Retreat (Malibu, Calif.);",,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01708.tiff,Image,,image/jp2;,12385212 Bytes,,,,2503662869,Epson Expression 11000XL Photo Scanner,,,,,,,2018-06-15,2018-06-15,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3004,3004,wienberg3004,3006.jp2,Volume12/match01708.tiff,/p15730coll18/image/3006.jp2
match01800,This postcard depicts the Roosevelt Highway (now Pacific Coast Highway) at Santa Monica Canyon. The view is looking north towards Malibu. The Lighthouse Cafe is visible up the coast.,1931,Roads; Coastlines; Beaches;,Santa Monica (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01800.tiff,Image,,image/jp2;,10457868 Bytes,,,,3122561753,Epson Expression 11000XL Photo Scanner,,,,,,,2018-08-02,2018-08-02,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3006,3006,wienberg3006,3008.jp2,Volume12/match01800.tiff,/p15730coll18/image/3008.jp2
match01801,This postcard depicts the Roosevelt Highway (now Pacific Coast Highway) at Santa Monica Canyon. The view is looking north towards Malibu. The Lighthouse Cafe is visible up the coast.,1931,Roads; Coastlines; Beaches;,Santa Monica (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01801.tiff,Image,,image/jp2;,10528920 Bytes,,,,3937468695,Epson Expression 11000XL Photo Scanner,,,,,,,2018-08-02,2018-08-02,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3007,3007,wienberg3007,3009.jp2,Volume12/match01801.tiff,/p15730coll18/image/3009.jp2
match01820,"Aerial photograph of Santa Monica looking north towards the Pacific Palisades. Printed on reverse: One of the best known of the seaside resorts. It is a beautiful residential city, and has many fine hotels and apartments. Palisades Park, a mile long strip of palm trees and flowers, tops a bluff overlooking the blue Pacific. Photo by Joseph Jasgur.",,Aerial photographs; Piers & wharves; Beaches; Coastlines,Santa Monica (Calif.);,,,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01820.tiff,Image,,image/jp2;,10458694 Bytes,,,,126875149,Epson Expression 11000XL Photo Scanner,,,,,,,2018-08-13,2018-08-13,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3009,3009,wienberg3009,3011.jp2,Volume12/match01820.tiff,/p15730coll18/image/3011.jp2
match01821,"Aerial photograph of Santa Monica looking north towards the Pacific Palisades. Printed on reverse: One of the best known of the seaside resorts. It is a beautiful residential city, and has many fine hotels and apartments. Palisades Park, a mile long strip of palm trees and flowers, tops a bluff overlooking the blue Pacific. Photo by Joseph Jasgur.",,Aerial photographs; Piers & wharves; Beaches; Coastlines,Santa Monica (Calif.);,,,,"Western Publishing & Novelty Co. (Los Angeles, California);",,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01821.tiff,Image,,image/jp2;,10022306 Bytes,,,,1326912429,Epson Expression 11000XL Photo Scanner,,,,,,,2018-08-13,2018-08-13,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3010,3010,wienberg3010,3012.jp2,Volume12/match01821.tiff,/p15730coll18/image/3012.jp2
match01786,"This postcard depicts a stretch of the Roosevelt Highway near the present-day entrance to Latigo Shore Drive.  Written on reverse: ""Latigo Beach, Malibu, Cal.""",,Roads; Coastlines,Malibu (Calif.);,"Latigo Shores, Malibu;",,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01786.tiff,Image,,image/jp2;,10947308 Bytes,,,,3837626256,Epson Expression 11000XL Photo Scanner,,,,,,,2018-08-02,2018-08-02,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3015,3015,wienberg3015,3017.jp2,Volume12/match01786.tiff,/p15730coll18/image/3017.jp2
match01787,"This postcard depicts a stretch of the Roosevelt Highway near the present-day entrance to Latigo Shore Drive.  Written on reverse: ""Latigo Beach, Malibu, Cal.""",,Roads; Coastlines,Malibu (Calif.);,"Latigo Shores, Malibu;",,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01787.tiff,Image,,image/jp2;,10962496 Bytes,,,,917756865,Epson Expression 11000XL Photo Scanner,,,,,,,2018-08-02,2018-08-02,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3016,3016,wienberg3016,3018.jp2,Volume12/match01787.tiff,/p15730coll18/image/3018.jp2
match01777,Postcard featuring a stretch of the coast and road that is now the Pacific Coast Highway looking towards Malibu from Santa Monica.,1920,Coastlines; Roads; Piers & wharves;,Santa Monica (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01777.tiff,Image,,image/jp2,9339006 Bytes,,,,1216135695,Epson Expression 11000XL Photo Scanner,,,,,,,2018-05-31,2018-05-31,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3018,3018,wienberg3018,3020.jp2,Volume12/match01777.tiff,/p15730coll18/image/3020.jp2
match01778,Postcard featuring a stretch of the coast and road that is now the Pacific Coast Highway looking towards Malibu from Santa Monica.,1920,Coastlines; Roads; Piers & wharves;,Santa Monica (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01778.tiff,Image,,image/jp2,10884140 Bytes,,,,1045655056,Epson Expression 11000XL Photo Scanner,,,,,,,2018-05-31,2018-05-31,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3019,3019,wienberg3019,3021.jp2,Volume12/match01778.tiff,/p15730coll18/image/3021.jp2
match01673,"Written on front: ""Reyes""",,Piers & wharves; Ships; Bays (Bodies of water);,Santa Catalina Island (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01673.tiff,Image,,image/jp2;,12392320 Bytes,,,,1677550382,Epson Expression 11000XL Photo Scanner,,,,,,,2018-04-20,2018-04-20,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3021,3021,wienberg3021,3023.jp2,Volume12/match01673.tiff,/p15730coll18/image/3023.jp2
match01674,"Written on front: ""Reyes""",,Piers & wharves; Ships; Bays (Bodies of water);,Santa Catalina Island (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01674.tiff,Image,,image/jp2;,10485490 Bytes,,,,1910481586,Epson Expression 11000XL Photo Scanner,,,,,,,2018-04-20,2018-04-20,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3022,3022,wienberg3022,3024.jp2,Volume12/match01674.tiff,/p15730coll18/image/3024.jp2
"Avalon, Santa Catalina Isle","Written on front: ""Reyes""",,Piers & wharves; Ships; Bays (Bodies of water);,Santa Catalina Island (Calif.);,,Malibu Historical Collection;,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",index.cpd,Image,,image/jp2;,399 Bytes,,,,2300973574,Epson Expression 11000XL Photo Scanner,,,,,,,2019-03-25,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3023,3023,wienberg3023,3025.cpd,,/p15730coll18/image/3025.cpd
match01683,,,Airports; Airplanes; Islands;,Santa Catalina Island (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01683.tiff,Image,,image/tiff,8537608 Bytes,,,,2707669568,Epson Expression 11000XL Photo Scanner,,,,,,,2018-03-22,2018-03-22,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3024,3024,wienberg3024,3026.jp2,Volume12/match01683.tiff,/p15730coll18/image/3026.jp2
match01684,,,Airports; Airplanes; Islands;,Santa Catalina Island (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01684.tiff,Image,,image/tiff,11591128 Bytes,,,,1179400379,Epson Expression 11000XL Photo Scanner,,,,,,,2018-03-22,2018-03-22,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3025,3025,wienberg3025,3027.jp2,Volume12/match01684.tiff,/p15730coll18/image/3027.jp2
"Airport and Orilla Jardin, Santa Catalina, California",,,Airports; Airplanes; Islands;,Santa Catalina Island (Calif.);,,Malibu Historical Collection;,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",index.cpd,Image,,image/tiff,399 Bytes,,,,3666180400,Epson Expression 11000XL Photo Scanner,,,,,,,2019-03-25,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3026,3026,wienberg3026,3028.cpd,,/p15730coll18/image/3028.cpd
match01679,"Postcard of seals sunning on a rock in the water. Written on front: ""Reyes""",,Seals (Animals); Rocks,Santa Catalina Island (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match01679.tiff,Image,,image/jp2;,9933492 Bytes,,,,3256657716,Epson Expression 11000XL Photo Scanner,,,,,,,2018-08-14,2018-08-14,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/3027,3027,wienberg3027,3029.jp2,Volume12/match01679.tiff,/p15730coll18/image/3029.jp2
