objectid,collectionid,cdmid,youtubeid,title,description,creator,date,date-is-approximate,subject,location,latitude,longitude,source,identifier,original_format,format,type,language,rights,rightsstatement
demo_cities101,cities,101,,"Harrison Old Time Picnic cruise on the Dancewana. Harrison, Idaho.",,,1982-07-01,,panoramas; towns,Harrison,47.455492,-116.789061,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-115-6e,3.5x5 color print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities102,cities,102,,"Panoramic view of Moscow, Idaho.",,,1883,,panoramas;,Moscow,46.727593,-116.997013,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14a-1,4.5x10 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities103,cities,103,,"Panoramic view from Administration Building of Moscow, Idaho.",,,1914,,panoramas; university of Idaho;,Moscow,46.725888,-117.01073,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14aa,3x4.5 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities104,cities,104,,"Panoramic view of Moscow, Idaho.",Alpha Phi house in center foreground,,1926-06-01,y,panoramas;,Moscow,46.729483,-117.007688,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ab,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities105,cities,105,,"Panoramic view of Moscow, Idaho.","Visible: Hello Walk, Phi Gamma Delta house, Campus Christian Center",,1926-06-01,y,panoramas;,Moscow,46.726924,-117.008547,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ad,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities106,cities,106,,"Panoramic view of Moscow, Idaho.",,,1926-06-01,y,panoramas;,Moscow,46.726541,-117.00948,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ae,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities107,cities,107,,"Panoramic view of Moscow, Idaho.",Alpha Phi house in center foreground,,1926-06-01,y,panoramas;,Moscow,46.729483,-117.007688,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ac,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities108,cities,108,,"Panoramic view of Moscow, Idaho. Taken from campus looking northeast.",Hello Walk in foreground,,1926-06-01,y,panoramas; university of Idaho;,Moscow,46.72663,-117.009083,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14af,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities109,cities,109,,"No 14, Business block. Moscow, Idaho.",,,1918,,main street;,Moscow,46.732601,-117.001337,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ag1,1.75x2.75 black and white postcard,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities110,cities,110,,"Scene of East City Park. Moscow, Idaho.",,,1918,,neighborhood parks;,Moscow,46.732756,-116.990715,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ag2,1.75x2.75 black and white postcard,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities111,cities,111,,"No 57, High School. Moscow, Idaho.",,,1914,,schools;,Moscow,46.73266,-116.996423,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ag3,1.75x2.75 black and white postcard,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities112,cities,112,,"Birdseye view of Nez Perce, Idaho.",,,1905,y,panoramas,Nez Perce,46.230996,-116.246418,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-101-1a,8x10 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities113,cities,113,,"Harrison Old Time Picnic cruise on the Dancewana. Harrison, Idaho.",Shows railroad bridge and chatcolet Lake,,1982-07-01,,panoramas; lakes (bodies of water);,Harrison,47.455986,-116.790156,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-115-6g,3.5x5 color print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities114,cities,114,,"No 21, Birdseye view, business district. Moscow, Idaho.",,,1918,y,aerial views;,Moscow,46.731638,-117.00109,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ag4,1.75x2.75 black and white postcard,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities115,cities,115,,"No 19, Main Street. Moscow, Idaho.",,,1918,y,main street; hotels (public accommodations);,Moscow,46.731863,-117.001353,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ag5,1.75x2.75 black and white postcard,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities116,cities,116,,"No 5, Old post office on Washington Street. Moscow, Idaho.",,,1920,y,post offices;,Moscow,46.731319,-116.999561,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ag6,175x2.75 black and white postcard,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities117,cities,117,,"Moscow, Idaho. Looking southeast from Frontier Addition.",,,1983-06-01,,panoramas;,Moscow,46.718927,-116.979847,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14ah,3.5x5 color print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities118,cities,118,,"Panoramic view of Moscow, Idaho.",,,1887,,panoramas;,Moscow,46.732945,-116.973646,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14b,5x7 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities119,cities,119,,"Panoramic view from University Tower of Moscow, Idaho.","Postcard. Caption reads 'No. 76 View from University Tower, Moscow, Idaho",,1924,,panoramas; university of Idaho;,Moscow,46.723605,-117.01345,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14bb,3.5x5.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities120,cities,120,,"Panoramic view of Moscow, Idaho.",,,1892,,panoramas;,Moscow,46.732945,-116.973646,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-001-14c,4x5 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_boxing0,boxing,0,,"Len Walker, ""University of Idaho"" boxer Pacific Coast and National boxing champion","Len Walker, University of Idaho boxer Pacific Coast and National boxing champion - Len Walker, 145, junior, Wallace, one letter, 5' 8"""", Pacific Coast and national champion at 135.  [Date: 1950]",,1950,yes,boxers; boxing; national championships,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_01,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing1,boxing,1,,"Frank Young, University of Idaho boxing coach","Frank Young, University of Idaho boxing coach - Frank Young, Boxing Coach [Date: 1950]",,1950,yes,boxing coach; equipment,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_10,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing2,boxing,2,,Pacific Coast Intercollegiate Boxing champions 1947,"Pacific Coast Intercollegiate Boxing champions 1947 - Left to Right: Art Neumayer Gonzaga University, 125 lb.; Jack Nelson, WSC, 130 lb.; Ray Engberson UI, 135 lb.; Bob Anderson San Jose State College, 145 lb.; I. F. Toomey, Director of Athletes, Cal Aggies; Herb Carlson UI, 155 lb.; Wayne Fontes San Jose State, 165 lb.; Laune Erickson UI, 175 lb. div.; John Nikcevich UCLA, Heavyweight [Date: 1947]",,1947,yes,boxers; boxing; championships; boxing squad,,,,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_11,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing3,boxing,3,,1952-1953 University of Idaho boxing squad,"University of Idaho boxing squad - 1953; Gem pg. 263 (Harold Solinsky, Don Anderson, Ray Johnson, Fred Bowen, bob McBride, Don Houseley, Jack Webster, Ralph Snook, Herb Jeo, Lynn Nichols, and Tom Howard) [Date: 1953]",,1953,yes,boxers; boxing; boxing squad,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_12,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing4,boxing,4,,1951-1952 University of Idaho boxing squad,"University of Idaho boxing squad - 1952; Gem pg. 163 (Front row: Jack Gray, Mike Young, Milt Walker, Harvey Mutch, Lynn Nichols, Captain Franker Echevarria, back row: Phil Ourads, Johnny Echevarria, Don Houseley, Jim Driever, Larry Moyer, Don Anderson, Fred Bowen.) [Date: 1952]",,1952,yes,boxers; boxing; boxing squad,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_13,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing5,boxing,5,,1947-1948 University of Idaho boxing squad [02],1947-1948 University of Idaho boxing squad -  [Date: 1947],,1947,yes,boxers; boxing; boxing squad,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_15,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing6,boxing,6,,"Dale Hammond, University of Idaho boxer","Dale Hammond, University of Idaho boxer -  [Date: 1948]",,1948,yes,boxers; boxing,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_16,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing7,boxing,7,,John J Walsh's NCAA boxing trophy,John J Walsh's NCAA boxing trophy -  [Date: 1950],,1950,yes,trophies; NCAA championships; boxing; boxers,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_17,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing8,boxing,8,,"Frank Echevarria, University of Idaho boxer","Frank Echevarria, University of Idaho boxer - 1952 NCAA Champion; 119 lbs [Date: 1952]",,1952,yes,demo_boxing; boxers; NCAA championships,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_18,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing9,boxing,9,,1948 University of Idaho boxing squad,1948 University of Idaho boxing squad -  [Date: 1948],,1948,yes,demo_boxing squad; boxers; boxing,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_19,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing10,boxing,10,,1950-1951 University of Idaho boxing squad,University of Idaho 1951 boxing squad -  [Date: 1951],,1951,yes,boxers; boxing; boxing squad,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_14,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing11,boxing,11,,"Ray Engberson, University of Idaho boxer Pacific Coast champ, 1947","Ray Engberson, University of Idaho boxer Pacific Coast champ, 1947 - Ray Engberson, 135, Pacific Coast Champion, 1947 [Date: 1947]",,1947,yes,boxers; boxing; championships,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_05,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing12,boxing,12,,"Bill Williams, University of Idaho boxer","Bill Williams, University of Idaho boxer - signed ""Lots of Luck Perry Bill Williams"" [Date: 1948]",,1948,yes,demo_boxing; boxers,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_21,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing13,boxing,13,,"Frank Echevarria, University of Idaho boxer, with trophies","Frank Echevarria, University of Idaho boxer, with trophies - 1952 NCAA Champion; 119 lbs [Date: 1952]",,1952,yes,trophies; NCAA championships; boxing; boxers,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_20,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
