title,description,creator,recipient,date,date-is-approximate,latitude,longitude,item-information,subject,related-publication,publisher-digital,source,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,cdmid,objectid,youtubeid,object_thumb,object_download,reference_url
"Packet featuring atom bomb as volcano","Packet with a series of materials, most of which are focused on how near earth is to destruction, employing the atom bomb and communism in particular. Includes history of the movement, testimony, advertisements for lessons, application for membership, and form envelopes. Also includes large mailer the packet was sent in.","","","1947-03-28","","36.29246","-86.622565","multiple-page; mailers","Atom Bomb; Living God; Moscow, Idaho; Lessons; Spirit of God; Health; Happiness; Testimonials; God-Realm","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 4","MG101_b7_f4_010","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","842","demo_psychiana842","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/842","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/842.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana842.html"
"Packet headed with an illustration of Science and Energy","Packet with materials focused on the &#39;power&#39; that is inside each of us, which is the power of God. Materials urge the recipient to remit application and fees to join the movement. Includes an illustration of Robinson that echoes Uncle Sam.","","","1944","yes","36.29246","-86.622565","multiple-page; mailers","Power of God; Illustrations","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 4","MG101_b7_f4_011","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","853","demo_psychiana853","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/853","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/853.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana853.html"
"Peace of Mind","Flyer includes an illustration of Jesus Christ and quotes the Bible. Discusses solving people&#39;s problems with God-Power and includes testimonials on the reverse page.","Psychiana, Inc.","","1939","yes","","","multiple-page; flyers","Jesus Christ; God-Power; Problems; Material Abundance","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 7, Folder 26","MG101_b7_f26_111","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Text","application/pdf","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","358","demo_psychiana358","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/358","https://digital.lib.uidaho.edu/utils/getfile/collection/psychiana/id/358.pdf","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana358.html"
"Photograph of 1st and Main Street, Moscow, ID","Photograph of unmarked corner building located at the intersection of 1st and Main Street in Moscow, Idaho.","","","1935","yes","46.733843","-117.001138","single-page; photographs","Moscow, Idaho","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_002","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpeg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","543","demo_psychiana543","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/543","https://digital.lib.uidaho.edu/digital/iiif/psychiana/543/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana543.html"
"Photograph of clerical and bookkeeping staff from the branch mailing department.","Photograph of all women staff from Psychiana clerical and bookkeeping standing in front of the Branch Mailing Department at 1st and Main Street in Moscow, Idaho. This building is two stories and occupies half a block.","","","1938","yes","46.733843","-117.001138","single-page; photographs","Psychiana Headquarters; Psychiana Staff; Bookkeeping; Mailings","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_011","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpeg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","548","demo_psychiana548","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/548","https://digital.lib.uidaho.edu/digital/iiif/psychiana/548/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana548.html"
"Photograph of Corner Drug Store in Moscow, ID","Photograph of the corner drug store in Moscow, Idaho where Frank Robinson worked as a clerk and wrote the first lessons of Psychiana.","","","1935","yes","46.732505","-117.001181","single-page; photographs","Moscow, Idaho; Drug Store Clerk","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_001","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpeg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","542","demo_psychiana542","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/542","https://digital.lib.uidaho.edu/digital/iiif/psychiana/542/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana542.html"
"Photograph of Frank B. Robinson adjusting a small printing press.","Photograph depicts Frank B. Robinson with his sleeves rolled up and an unidentified male and female staff member working at row of small printing presses.","","","1940","yes","","","single-page; photographs","Daily Idahoan; Psychiana Staff","Daily Idahoan","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_039","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","568","demo_psychiana568","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/568","https://digital.lib.uidaho.edu/digital/iiif/psychiana/568/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana568.html"
"Photograph of Frank B. Robinson and a man named Henry Banks","Photograph depicts Frank B. Robinson handing Mr. Henry Banks a can of &#39;rattlesnake meat&#39; out front of the building of the publication, The News Review.","","","1939","yes","","","single-page; photographs","The News Review; Frank B. Robinson","The News-Review","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Robinson &amp; Friends&#39;","MG101_B6_Robinson_Friends_008","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","581","demo_psychiana581","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/581","https://digital.lib.uidaho.edu/digital/iiif/psychiana/581/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana581.html"
"Photograph of Frank B. Robinson beside his Duesenberg Convertible Coupe","Photograph of Frank B. Robinson standing outside the passenger side of his Duesenberg Convertible Coupe with a park in the background.","","","1934","yes","","","single-page; photographs","Duesenberg Convertible Coupe","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Photographs&#39;","MG101_b6_photographs_06","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","526","demo_psychiana526","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/526","https://digital.lib.uidaho.edu/digital/iiif/psychiana/526/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana526.html"
"Photograph of Frank B. Robinson beside his Duesenberg Convertible Coupe in front of crowd","Photograph of Frank B. Robinson standing by the hood of his Duesenberg Convertible Coupe in a public square or street with many people standing behind him. Along the running board, a sign reads &#39;Duesenberg Straight 8.&#39;","","","1934","yes","","","single-page; photographs","Duesenberg Convertible Coupe; Public Square","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Photographs&#39;","MG101_b6_photographs_07","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","525","demo_psychiana525","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/525","https://digital.lib.uidaho.edu/digital/iiif/psychiana/525/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana525.html"
"Photograph of Frank B. Robinson in his Duesenberg Convertible Coupe","Photograph of view of Frank B. Robinson sitting in the driver&#39;s side of his Duesenberg convertible coupe at the curb in front of his house.","","","1935","yes","46.733027","-116.992443","single-page; photographs","Duesenberg Convertible Coupe; Home","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Photographs&#39;","MG101_b6_photographs_02","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpeg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","520","demo_psychiana520","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/520","https://digital.lib.uidaho.edu/digital/iiif/psychiana/520/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana520.html"
"Photograph of Frank B. Robinson loading a printing press with ink","Photograph depicts Frank. B. Robinson with his sleeves rolled up, loading a small printing press with ink from a black container.","Zalmanoff","","1938","yes","","","single-page; photographs","Daily Idahoan; Psychiana Staff","Daily Idahoan","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_037a","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","566","demo_psychiana566","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/566","https://digital.lib.uidaho.edu/digital/iiif/psychiana/566/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana566.html"
"Photograph of Frank B. Robinson playing his organ","Photograph of Frank B. Robinson playing from a book of sheet music on his pipe organ.","","","1935","yes","46.732534","-117.003116","single-page; photographs","Pipe Organ","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Photographs&#39;","MG101_b6_photographs_01","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","519","demo_psychiana519","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/519","https://digital.lib.uidaho.edu/digital/iiif/psychiana/519/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana519.html"
"Photograph of Frank B. Robinson watching Psychiana staff members work","Photograph depicts young Frank B. Robinson standing in a doorway with his hands on his hips and watching smiling female Psychiana staff complete tasks.","","","1935-05-01","","","","single-page; photographs","Psychiana Headquarters; Psychiana Staff","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_018","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","554","demo_psychiana554","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/554","https://digital.lib.uidaho.edu/digital/iiif/psychiana/554/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana554.html"
"Photograph of Frank B. Robinson watching the work of an unidentified male staff member","Photograph depicts Frank B. Robinson standing behind an unidentified male staff member who edits a lithograph plate at a drafting table.","","","1940","yes","46.732534","-117.003116","single-page; photographs","Daily Idahoan; Psychiana Staff","Daily Idahoan","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_038","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","567","demo_psychiana567","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/567","https://digital.lib.uidaho.edu/digital/iiif/psychiana/567/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana567.html"
"Photograph of Psychiana business office","Photograph depicts an unidentified man and woman sitting over a desk and writing records in ledgers or some sort of record books. The calendar over the desk marks the month of May in year 1938.","","","1935-05-01","","46.732534","-117.003116","single-page; photographs","Psychiana Headquarters; Psychiana Staff","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_015","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","552","demo_psychiana552","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/552","https://digital.lib.uidaho.edu/digital/iiif/psychiana/552/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana552.html"
"Photograph of revolving table used to sort and compile materials","Photograph depicts several female Psychiana staff sitting around a revolving &#39;rotary table,&#39; operated by electric motor and used to assemble Frank B. Robinsons Lessons and follow-up literature before mailing.","","","1935-05-01","","46.731365","-116.999089","single-page; photographs","Psychiana Headquarters; Psychiana Staff; Lessons","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_021","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpeg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","556","demo_psychiana556","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/556","https://digital.lib.uidaho.edu/digital/iiif/psychiana/556/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana556.html"
"Photograph of some Psychiana staff members at Psychiana&#39;s international headquarters","Photograph of all women staff standing in front of Psychiana&#39;s International Headquarters, which operated with a staff of sixty-three women who conducted a direct mail campaign.","","","1938","yes","46.733843","-117.001138","single-page; photographs","Psychiana Headquarters; Psychiana Staff","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_010","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpeg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","547","demo_psychiana547","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/547","https://digital.lib.uidaho.edu/digital/iiif/psychiana/547/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana547.html"
"Photograph of the bookkeeping department","Photograph depicts the bookkeeping department in the Psychiana Branch Mailing Department and several female staff completing various tasks of typing, sorting mail, calculating and keeping records.","","","1935-05-01","","","","single-page; photographs","Psychiana Headquarters; Psychiana Staff","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_019","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","555","demo_psychiana555","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/555","https://digital.lib.uidaho.edu/digital/iiif/psychiana/555/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana555.html"
"Photograph of The Professional Building built by Frank B. Robinson","Photograph of The Professional Building main entrance from street view. The Professional Building housed most lawyers and doctors in Moscow, Idaho, along with the Robinson&#39;s Exclusive Prescription Pharmacy, grossing $8,000 a year in rent.","","","1936","yes","46.733843","-117.001138","single-page; photographs","Moscow, Idaho; Finances","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_003","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpeg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","546","demo_psychiana546","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/546","https://digital.lib.uidaho.edu/digital/iiif/psychiana/546/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana546.html"
"Photograph of three men, two working at linographs","Photograph depicts W.J. Marinean standing between Howard Wallace and T.J. Grief, who sit at two linograph machines and work.","","","1935","yes","","","single-page; photographs","Daily Idahoan; Psychiana Staff","Daily Idahoan","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_035","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","565","demo_psychiana565","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/565","https://digital.lib.uidaho.edu/digital/iiif/psychiana/565/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana565.html"
"Photograph of two women using dictaphones","Photograph depicts two women sitting next to each other at a desk and using Dictaphones and typewriters to transcribe documents.","","","1938","yes","","","single-page; photographs","Psychiana Headquarters; Psychiana Staff","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_017","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","553","demo_psychiana553","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/553","https://digital.lib.uidaho.edu/digital/iiif/psychiana/553/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana553.html"
"Photograph of unidentified woman using an envelope sorter","Photograph depicts a female Psychiana staff member loading handfuls of envelopes into a sorter machine in preparation for mailing.","","","1935-05-01","","","","single-page; photographs","Psychiana Headquarters; Psychiana Staff; Mailings","","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","MG-101, Box 6, Folder - &#39;Psychiana Photographs&#39;","MG101_B6_Psychiana_Photographs_028","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","http://rightsstatements.org/vocab/InC-EDU/1.0/","Image;StillImage","image/jpg","eng","http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&amp;q=psychiana","559","demo_psychiana559","","https://digital.lib.uidaho.edu/utils/getthumbnail/collection/psychiana/id/559","https://digital.lib.uidaho.edu/digital/iiif/psychiana/559/full/max/0/default.jpg","https://collectionbuilder.github.io/collectionbuilder-contentdm/items/demo_psychiana559.html"
